姓名,籍贯,省份,城市,身份标签,严重度,恶性事件类型,涉及事件名称,罪行摘要,恶性事件详情,结局
陈才福,不详,,,"[军长, 师长]",MEDIUM,扫荡,,伪任职务：伪 26 师师长，盘踞如皋、海安一带伪军头目，配合日军扫荡，残害百姓，横征暴敛南通史志网。。结局：抗战胜利后被处决,伪任职务：伪 26 师师长，盘踞如皋、海安一带伪军头目，配合日军扫荡，残害百姓，横征暴敛南通史志网。。结局：抗战胜利后被处决,抗战胜利后被处决
陈森度（陈耀忠）,常州武进,江苏,常州,"[军长, 委员长, 维持会]",MEDIUM,扫荡,,伪任职务：维持会委员、伪巡警队长、伪救火队长；青帮头目，勾结日军下乡扫荡，大肆敲诈、贩毒、残害爱国志士常州史志。。结局：胜利后国民政府判刑；1951 年被镇压,青帮头目，勾结日军下乡扫荡，大肆敲诈、贩毒、残害爱国志士常州史志。。结局：胜利后国民政府判刑,胜利后国民政府判刑
陈汉南,泰兴全境,江苏,泰州,[伪泰兴县县长],MEDIUM,扫荡,,伪职：伪泰兴县县长；罪行：执掌泰兴伪县公署，出动伪保安队配合日军扫荡黄桥周边根据地，迫害抗日群众。；结局：战后汉奸审判判刑。,罪行：执掌泰兴伪县公署，出动伪保安队配合日军扫荡黄桥周边根据地，迫害抗日群众。,战后汉奸审判判刑。
陈炳坤,青阳城关、木镇,安徽,池州,[青阳伪警察局局长],MEDIUM,清剿,,伪职：青阳伪警察局局长；罪行：执掌伪警侦缉队，盘查公路渡口，搜捕爱国人士，多次配合日伪军清剿铜青游击根据地。；结局：肃奸运动判处死刑。,罪行：执掌伪警侦缉队，盘查公路渡口，搜捕爱国人士，多次配合日伪军清剿铜青游击根据地。,肃奸运动判处死刑。
陈祖根,海宁全境,浙江,嘉兴,[伪清乡事务局海宁情报组长],MEDIUM,清乡,,伪职：伪清乡事务局海宁情报组长；罪行：汪伪清乡特务骨干，专门刺探抗日武装情报，告密抓捕爱国干部群众。；结局：被抗日武装击毙。,伪职：伪清乡事务局海宁情报组长；罪行：汪伪清乡特务骨干，专门刺探抗日武装情报，告密抓捕爱国干部群众。,被抗日武装击毙。
陈绍宾,汤原北部、嘉荫（佛山）山林,黑龙江,佳木斯,[原抗联六军师长，叛变],MEDIUM,扫荡,,伪职：原抗联六军师长，叛变；罪行：率部投敌，为日军出谋划策，派遣刘德山等特务猎杀赵尚志；多次带队进山扫荡抗联根据地，残害抗日军民。；结局：伪满后期病死。,多次带队进山扫荡抗联根据地，残害抗日军民。,伪满后期病死。
陈绍宾,汤原北部、嘉荫（佛山）山林,黑龙江,佳木斯,[原抗联六军师长，叛变],MEDIUM,扫荡,,伪职：原抗联六军师长，叛变；罪行：率部投敌，为日军出谋划策，派遣刘德山等特务猎杀赵尚志；多次带队进山扫荡抗联根据地，残害抗日军民。；结局：伪满后期病死。,多次带队进山扫荡抗联根据地，残害抗日军民。,伪满后期病死。
陈群,福建闽侯,福建,福州,"[省级长官, 清乡]",MEDIUM,清乡,,伪任职务：李士群死后继任伪江苏省省长，驻苏州，延续清乡政策，搜刮物资资敌。。结局：日本投降前夕服毒自杀于苏州家中,伪任职务：李士群死后继任伪江苏省省长，驻苏州，延续清乡政策，搜刮物资资敌。。结局：日本投降前夕服毒自杀于苏州家中,日本投降前夕服毒自杀于苏州家中
陈耀祖,广东新会,广东,江门,"[省级长官, 清乡]",MEDIUM,刺杀、清乡,,伪任职务：伪广东省省长、广州绥靖主任，陈璧君胞弟，广东伪政权实际掌控者，搜刮物资、推行清乡奴化统治。结局：1944 年在广州文德路被军统刺杀身亡，逃脱审判,伪任职务：伪广东省省长、广州绥靖主任，陈璧君胞弟，广东伪政权实际掌控者，搜刮物资、推行清乡奴化统治。结局：1944 年在广州文德路被军统刺杀身亡，逃脱审判,1944 年在广州文德路被军统刺杀身亡，逃脱审判
陶洁,南通三余镇,江苏,南通,[伪三余大检问所主任],MEDIUM,清乡,,伪职：伪三余大检问所主任；罪行：清乡封锁线上检问所头目，敲诈过往百姓，抓捕、扣押抗日人员与物资，作恶多端南通史志网。；结局：被抗日武装捕获处死。,罪行：清乡封锁线上检问所头目，敲诈过往百姓，抓捕、扣押抗日人员与物资，作恶多端南通史志网。,被抗日武装捕获处死。
韩一峰,,,,[伪献县县长；五一大扫荡后重建伪政权，疯狂搜捕冀中八分区干部。],MEDIUM,扫荡,,伪职：伪献县县长；五一大扫荡后重建伪政权，疯狂搜捕冀中八分区干部。；结局：战后汉奸罪判处徒刑,五一大扫荡后重建伪政权，疯狂搜捕冀中八分区干部。,战后汉奸罪判处徒刑
韩二虎,洪洞,山西,临汾,[伪洪洞警备大队长],MEDIUM,扫荡、清乡,,伪职：伪洪洞警备大队长；罪行：带队下乡清乡扫荡，祸害汾河两岸村庄。；结局：解放后公审枪决,罪行：带队下乡清乡扫荡，祸害汾河两岸村庄。,解放后公审枪决
韩全福,宁城（毗邻朝阳）,内蒙古,赤峰,[伪警察讨伐队大队长],MEDIUM,烧杀、扫荡,,伪职：伪警察讨伐队大队长；罪行：讨伐队经常窜入建平、凌源境内扫荡；烧杀村镇，搜捕八路军热东工作团人员，双手沾满群众鲜血中国人民政...。；结局：1945 年后被民主政府镇压。,罪行：讨伐队经常窜入建平、凌源境内扫荡；烧杀村镇，搜捕八路军热东工作团人员，双手沾满群众鲜血中国人民政...。,1945 年后被民主政府镇压。
韩国举,锦西暖池塘,辽宁,葫芦岛,[伪地方自卫团头目],MEDIUM,杀害、杀害革命,,伪职：伪地方自卫团头目；罪行：依附日伪，祸害乡里；八一五之后收拢伪警土匪，组成花子队，反攻倒算，杀害革命干部群众。；结局：1946 年被民主武装击毙葫芦岛市人...。,八一五之后收拢伪警土匪，组成花子队，反攻倒算，杀害革命干部群众。,1946 年被民主武装击毙葫芦岛市人...。
韩子明,新绛,山西,运城,[伪新绛警备大队长],MEDIUM,扫荡,,伪职：伪新绛警备大队长；罪行：带队下乡扫荡，迫害堡垒户。；结局：解放后公审枪决,罪行：带队下乡扫荡，迫害堡垒户。,解放后公审枪决
韩希梦,定县,河北,保定,[伪定县警备大队长；铁杆汉奸，每次日军扫荡充当先锋，残害百姓。],MEDIUM,扫荡,,伪职：伪定县警备大队长；铁杆汉奸，每次日军扫荡充当先锋，残害百姓。；结局：被我方武工队锄奸击毙党史学习教...,铁杆汉奸，每次日军扫荡充当先锋，残害百姓。,被我方武工队锄奸击毙党史学习教...
韩星垣,平山,河北,石家庄,[首任伪平山县县长，组建伪县公署、伪警察局、新民会；强征粮款民夫，配合日军扫荡平山根据地。],MEDIUM,扫荡,,伪职：首任伪平山县县长，组建伪县公署、伪警察局、新民会；强征粮款民夫，配合日军扫荡平山根据地。；结局：日本投降后逮捕公审惩处,强征粮款民夫，配合日军扫荡平山根据地。,日本投降后逮捕公审惩处
韩星垣,平山,河北,石家庄,[首任伪平山县县长，组建伪县公署、伪警察局、新民会；强征粮款民夫，配合日军扫荡平山根据地。],MEDIUM,扫荡,,伪职：首任伪平山县县长，组建伪县公署、伪警察局、新民会；强征粮款民夫，配合日军扫荡平山根据地。；结局：日本投降后逮捕公审惩处,强征粮款民夫，配合日军扫荡平山根据地。,日本投降后逮捕公审惩处
韩步洲,交城,山西,吕梁,[伪山西省保安第四师师长],MEDIUM,扫荡,,伪职：伪山西省保安第四师师长；罪行：原阎军军官投敌；驻扎交城、文水一带；多次率伪军配合日军扫荡交城、清太徐根据地，捕杀干部民兵。；结局：日本投降被阎锡山收编；太原解放被俘劳动改造,多次率伪军配合日军扫荡交城、清太徐根据地，捕杀干部民兵。,日本投降被阎锡山收编
韩步洲,榆次,山西,晋中,[伪山西省保安第四师师长],MEDIUM,扫荡,,伪职：伪山西省保安第四师师长；罪行：原阎军，投敌，驻扎榆次；多次率伪军扫荡榆次、太谷边山根据地，抓捕抗日干部。；结局：抗战胜利被阎锡山收编；太原解放被俘，劳动改造,多次率伪军扫荡榆次、太谷边山根据地，抓捕抗日干部。,抗战胜利被阎锡山收编
韩永恩,不详,,,[清乡],MEDIUM,扫荡、清乡,,伪任职务：伪中校副团长，马佑铭副手，参与多次扫荡、清乡封锁。。结局：三垛河伏击战被俘，判刑关押今日高邮,伪任职务：伪中校副团长，马佑铭副手，参与多次扫荡、清乡封锁。。结局：三垛河伏击战被俘，判刑关押今日高邮,三垛河伏击战被俘，判刑关押今日高邮
韩祥吉,滁县城乡,安徽,滁州,[伪樱挺进队大队长],MEDIUM,扫荡,,伪职：伪樱挺进队大队长；罪行：孙光辉副手，带队下乡扫荡乡村，抓捕抗日干部，敲诈集镇商户百姓。；结局：解放后镇压处决。,罪行：孙光辉副手，带队下乡扫荡乡村，抓捕抗日干部，敲诈集镇商户百姓。,解放后镇压处决。
韩禄,龙江县,黑龙江,齐齐哈尔,[伪龙江县自卫团总团长],MEDIUM,扫荡,,伪职：伪龙江县自卫团总团长；罪行：地主武装头目投降日军，组建伪自卫团，配合日伪军扫荡乡村，搜捕抗联交通员，压榨当地乡民。；结局：解放后公审镇压。,罪行：地主武装头目投降日军，组建伪自卫团，配合日伪军扫荡乡村，搜捕抗联交通员，压榨当地乡民。,解放后公审镇压。
韩继尧,沛县敬安一带,江苏,徐州,[伪沛县伪军将领],MEDIUM,扫荡,,伪职：伪沛县伪军将领；罪行：土匪投敌，掌握沛县地方伪军，频繁下乡扫荡，抓捕残害抗日干部群众。；结局：抗战胜利后公审处决。,罪行：土匪投敌，掌握沛县地方伪军，频繁下乡扫荡，抓捕残害抗日干部群众。,抗战胜利后公审处决。
韩铁汉,逊克、北安交界朝阳山,黑龙江,黑河,[原抗联三军人员，叛徒],MEDIUM,杀害,,伪职：原抗联三军人员，叛徒；罪行：叛变投敌，杀害抗联三军三师政治部主任常有钧；充当伪讨伐队向导，在朝阳山一带搜剿抗联西征部队，出卖山林密营信息。；结局：解放后镇压反革命公审枪决。,罪行：叛变投敌，杀害抗联三军三师政治部主任常有钧,解放后镇压反革命公审枪决。
韩铁汉,逊克、北安交界朝阳山,黑龙江,黑河,[原抗联三军人员，叛徒],MEDIUM,杀害,,伪职：原抗联三军人员，叛徒；罪行：叛变投敌，杀害抗联三军三师政治部主任常有钧；充当伪讨伐队向导，在朝阳山一带搜剿抗联西征部队，出卖山林密营信息。；结局：解放后镇压反革命公审枪决。,罪行：叛变投敌，杀害抗联三军三师政治部主任常有钧,解放后镇压反革命公审枪决。
顾六子,凤阳临淮关,安徽,蚌埠,[临淮关伪侦缉队长],MEDIUM,扫荡,,伪职：临淮关伪侦缉队长；罪行：盘踞临淮关水陆要道，盘查往来人员，多次引导日军下乡扫荡淮河两岸游击区百姓。；结局：抗战胜利后公审处决。,罪行：盘踞临淮关水陆要道，盘查往来人员，多次引导日军下乡扫荡淮河两岸游击区百姓。,抗战胜利后公审处决。
顾宜我,南通刘桥段桥乡,江苏,南通,[汪伪伪乡长，特务骨干],MEDIUM,清乡,,伪职：汪伪伪乡长，特务骨干；罪行：与姜颂平勾结，充当清乡爪牙，告密抗日武装情报，欺压当地百姓。；结局：被新四军短枪队锄奸处决。,罪行：与姜颂平勾结，充当清乡爪牙，告密抗日武装情报，欺压当地百姓。,被新四军短枪队锄奸处决。
顾宜我（顾尚义）,南通,江苏,南通,[清乡],MEDIUM,清乡,,伪任职务：清乡时期伪段桥乡乡长，姜颂平爪牙，作恶多端。。结局：被新四军短枪队锄奸镇压,伪任职务：清乡时期伪段桥乡乡长，姜颂平爪牙，作恶多端。。结局：被新四军短枪队锄奸镇压,被新四军短枪队锄奸镇压
顾祝三,赣榆全县,江苏,连云港,[伪赣榆县县长],MEDIUM,扫荡、清乡,,伪职：伪赣榆县县长；罪行：执掌赣榆伪政权，执行日伪清乡、抓丁征粮，出动伪县大队配合日军扫荡滨海抗日根据地。；结局：抗战胜利后汉奸罪判刑。,罪行：执掌赣榆伪政权，执行日伪清乡、抓丁征粮，出动伪县大队配合日军扫荡滨海抗日根据地。,抗战胜利后汉奸罪判刑。
颜叔周,吴兴全县,浙江,湖州,[汪伪吴兴县知事（伪县长）],MEDIUM,清乡,,伪职：汪伪吴兴县知事（伪县长）；罪行：执掌吴兴伪县公署，推行保甲、奴化教育，配合日军清乡，搜刮蚕丝粮食资敌；城内推行良民证制度，镇压民间抗日活动湖州市人民...。；结局：1941 年在马军巷遭抗日志士狙击负伤。,罪行：执掌吴兴伪县公署，推行保甲、奴化教育，配合日军清乡，搜刮蚕丝粮食资敌,1941 年在马军巷遭抗日志士狙击负伤。
颜叔周,吴兴全县,浙江,湖州,[汪伪吴兴县知事（伪县长）],MEDIUM,清乡,,伪职：汪伪吴兴县知事（伪县长）；罪行：执掌吴兴伪县公署，推行保甲、奴化教育，配合日军清乡，搜刮蚕丝粮食资敌；城内推行良民证制度，镇压民间抗日活动湖州市人民...。；结局：1941 年在马军巷遭抗日志士狙击负伤。,罪行：执掌吴兴伪县公署，推行保甲、奴化教育，配合日军清乡，搜刮蚕丝粮食资敌,1941 年在马军巷遭抗日志士狙击负伤。
马佑铭,不详,,,[军长],MEDIUM,扫荡,,伪任职务：汪伪伪军少将团长，驻防高邮三垛一带；1944 年三垛??河口伏击战主力，频繁下乡扫荡根据地今日高邮。。结局：三垛河战斗被新四军俘获，按汉奸罪行审判,1944 年三垛??河口伏击战主力，频繁下乡扫荡根据地今日高邮。。结局：三垛河战斗被新四军俘获，按汉奸罪行审判,三垛河战斗被新四军俘获，按汉奸罪行审判
